Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['1', '14', '15', '20', '22', '24'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['6', '8', '9', '14', '15', '24'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['6', '9', '14', '15', '19', '25'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['1', '2', '14', '19', '22', '24'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 181, Issue： 2020111 baseM: 555, result: 40, red_balls: ['6', '8', '9', '15', '22', '24'], blue_ball: 6, act_red_balls: ['6', '9', '17', '22', '24', '26'], act_blue_ball: 16, ret: 40, red_correct: 4
Guess time: 210, Issue： 2021006 baseM: 315, result: 40, red_balls: ['6', '8', '9', '15', '24', '25'], blue_ball: 6, act_red_balls: ['6', '8', '22', '24', '25', '26'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 270, result: 15, red_balls: ['6', '8', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 285, result: 15, red_balls: ['1', '6', '14', '15', '19', '25'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 270, result: 15, red_balls: ['1', '9', '15', '19', '24', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 255, result: 15, red_balls: ['1', '8', '9', '22', '24', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 170, result: 15, red_balls: ['2', '9', '14', '22', '24', '25'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 145, result: 15, red_balls: ['1', '6', '14', '15', '22', '25'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 90, result: 15, red_balls: ['2', '6', '8', '9', '14', '15'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 259
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '14', '15', '20', '24', '25'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '8', '15', '19', '20', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '8', '22', '24', '25'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '6', '14', '15', '19', '24'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['15', '19', '20', '22', '24', '25'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['6', '8', '14', '15', '20', '25'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['1', '6', '14', '19', '22', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['1', '6', '8', '14', '20', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['1', '6', '8', '14', '19', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['6', '8', '9', '14', '22', '25'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['1', '2', '6', '19', '24', '25'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 120, result: 15, red_balls: ['1', '8', '9', '15', '24', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 135, result: 15, red_balls: ['6', '8', '15', '19', '22', '25'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 120, result: 15, red_balls: ['9', '14', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 105, result: 15, red_balls: ['1', '2', '6', '9', '14', '15'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 20, result: 15, red_balls: ['2', '6', '8', '14', '15', '22'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 239
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '19', '20', '22', '24', '25'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '8', '14', '15', '19', '20'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '20', '22', '24', '25'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '8', '14', '20', '22', '25'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['6', '8', '14', '15', '19', '20'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '6', '8', '15', '20', '24'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['14', '15', '19', '20', '22', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['6', '14', '19', '20', '24', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['6', '9', '15', '19', '24', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['1', '8', '9', '19', '24', '25'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['2', '8', '14', '15', '24', '25'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 120, result: 15, red_balls: ['6', '15', '19', '22', '24', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 135, result: 15, red_balls: ['6', '14', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 145, result: 40, red_balls: ['8', '9', '14', '15', '19', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 226, Issue： 2021022 baseM: 130, result: 15, red_balls: ['1', '9', '14', '15', '22', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 45, result: 15, red_balls: ['1', '6', '9', '14', '22', '25'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 20, result: 15, red_balls: ['1', '2', '9', '14', '22', '24'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 244
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '8', '14', '19', '22', '25'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['6', '8', '15', '19', '20', '25'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '14', '15', '22', '24'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '6', '14', '15', '22', '25'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '8', '14', '15', '20', '22'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 79, Issue： 2020009 baseM: 1375, result: 40, red_balls: ['1', '6', '8', '14', '19', '22'], blue_ball: 6, act_red_balls: ['3', '6', '8', '14', '19', '26'], act_blue_ball: 12, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['1', '8', '15', '20', '22', '24'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['6', '8', '15', '19', '20', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['6', '8', '19', '20', '24', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['6', '8', '9', '14', '15', '22'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['1', '6', '8', '14', '15', '22'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['2', '6', '8', '14', '15', '19'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 162, Issue： 2020092 baseM: 745, result: 40, red_balls: ['1', '6', '8', '19', '22', '24'], blue_ball: 6, act_red_balls: ['1', '6', '12', '18', '22', '24'], act_blue_ball: 3, ret: 40, red_correct: 4
Guess time: 175, Issue： 2020105 baseM: 665, result: 40, red_balls: ['6', '9', '14', '15', '19', '24'], blue_ball: 6, act_red_balls: ['6', '14', '19', '20', '22', '24'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 270, result: 15, red_balls: ['1', '9', '14', '15', '24', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 285, result: 15, red_balls: ['1', '6', '9', '19', '24', '25'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 295, result: 40, red_balls: ['6', '8', '14', '22', '24', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 226, Issue： 2021022 baseM: 280, result: 15, red_balls: ['1', '2', '8', '9', '15', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 195, result: 15, red_balls: ['1', '6', '8', '9', '15', '24'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 170, result: 15, red_balls: ['1', '9', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 115, result: 15, red_balls: ['1', '6', '8', '15', '22', '24'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
base_money is negative, stop, totally round: 262
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '8', '14', '20', '22', '25'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '6', '8', '19', '20', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '14', '19', '20', '22'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['6', '8', '19', '20', '24', '25'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['6', '8', '15', '19', '22', '25'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '8', '19', '20', '22', '25'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['1', '6', '14', '15', '19', '22'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['8', '15', '19', '20', '24', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['6', '9', '14', '15', '22', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 155, Issue： 2020085 baseM: 715, result: 40, red_balls: ['1', '8', '9', '19', '24', '25'], blue_ball: 6, act_red_balls: ['1', '2', '5', '9', '19', '24'], act_blue_ball: 16, ret: 40, red_correct: 4
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['9', '14', '15', '19', '22', '24'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['2', '6', '15', '19', '22', '24'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['1', '6', '9', '14', '24', '25'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['1', '6', '9', '15', '22', '24'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['1', '8', '15', '19', '22', '24'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['6', '14', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['1', '6', '8', '9', '22', '25'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['1', '2', '6', '8', '14', '15'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '6', '8', '14', '19', '24'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '6', '8', '14', '15', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '8', '15', '20', '22'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '6', '14', '19', '20', '25'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '6', '8', '19', '20', '24'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '6', '8', '15', '20', '22'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['6', '14', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['1', '8', '14', '19', '22', '24'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['1', '6', '9', '14', '19', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['1', '6', '9', '14', '24', '25'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['6', '8', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 162, Issue： 2020092 baseM: 720, result: 40, red_balls: ['1', '6', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['1', '6', '12', '18', '22', '24'], act_blue_ball: 3, ret: 40, red_correct: 4
Guess time: 175, Issue： 2020105 baseM: 640, result: 40, red_balls: ['8', '14', '19', '22', '24', '25'], blue_ball: 6, act_red_balls: ['6', '14', '19', '20', '22', '24'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 210, Issue： 2021006 baseM: 340, result: 40, red_balls: ['1', '8', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['6', '8', '22', '24', '25', '26'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 295, result: 15, red_balls: ['1', '6', '9', '14', '22', '24'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 310, result: 15, red_balls: ['1', '6', '14', '15', '22', '24'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 295, result: 15, red_balls: ['6', '8', '9', '14', '19', '22'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 280, result: 15, red_balls: ['2', '9', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 195, result: 15, red_balls: ['1', '8', '9', '14', '22', '24'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 170, result: 15, red_balls: ['1', '6', '14', '15', '22', '24'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 115, result: 15, red_balls: ['6', '9', '14', '15', '22', '25'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 262
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['6', '14', '19', '22', '24', '25'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '19', '20', '22', '24', '25'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '6', '8', '22', '24', '25'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['6', '8', '14', '20', '22', '24'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '15', '19', '20', '22', '24'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '6', '8', '14', '15', '19'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['6', '8', '14', '15', '20', '22'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['8', '14', '15', '19', '20', '25'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['1', '14', '15', '22', '24', '25'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['1', '8', '14', '15', '19', '24'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['1', '2', '8', '14', '15', '24'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 180, Issue： 2020110 baseM: 515, result: 40, red_balls: ['1', '6', '8', '9', '22', '25'], blue_ball: 6, act_red_balls: ['2', '6', '9', '14', '22', '25'], act_blue_ball: 4, ret: 40, red_correct: 4
Guess time: 181, Issue： 2020111 baseM: 555, result: 40, red_balls: ['6', '9', '14', '19', '22', '24'], blue_ball: 6, act_red_balls: ['6', '9', '17', '22', '24', '26'], act_blue_ball: 16, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 220, result: 15, red_balls: ['1', '8', '9', '15', '22', '24'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
